,popularity,album.total_tracks,audio_features.acousticness,audio_features.danceability,audio_features.energy,audio_features.instrumentalness,audio_features.loudness,audio_features.liveness,audio_features.tempo,audio_features.mode,audio_features.speechiness,audio_features.valence,audio_features.time_signature,audio_features.key
1612,0,4,0.0355,0.596,0.621,2.62e-06,-16.056,0.223,114.074,0,0.284,0.615,4,2
1613,26,6,0.673,0.546,0.828,0.000791,-7.895,0.0961,110.229,0,0.123,0.845,4,5
1614,30,11,0.298,0.503,0.922,0.0,-2.193,0.302,76.38,1,0.0958,0.738,4,0
1615,25,1,0.597,0.517,0.689,0.000132,-7.46,0.191,137.089,1,0.0781,0.914,4,0
1616,39,11,0.335,0.545,0.668,0.0,-6.304,0.0974,145.053,1,0.233,0.838,4,5
1617,22,10,0.385,0.653,0.821,1.75e-05,-6.179,0.114,152.023,1,0.0313,0.976,4,4
1618,26,4,0.301,0.61,0.543,0.00117,-13.902,0.139,118.293,1,0.141,0.866,4,9
1619,0,10,0.522,0.739,0.565,0.000547,-13.213,0.0704,140.004,1,0.0333,0.839,4,9
1620,0,10,0.613,0.52,0.72,0.0,-8.913,0.101,101.916,1,0.161,0.862,4,2
1621,0,16,0.662,0.639,0.557,0.0,-12.532,0.0995,134.923,1,0.0985,0.885,4,0
1622,21,39,0.648,0.514,0.811,0.0,-5.6,0.337,146.83,0,0.161,0.906,4,9
1623,43,12,0.747,0.682,0.771,0.0,-5.715,0.423,125.082,1,0.0513,0.817,4,0
1624,24,5,0.284,0.497,0.946,0.0,-2.783,0.104,133.031,1,0.174,0.902,4,0
1625,26,20,0.257,0.46,0.883,0.0,-4.811,0.202,130.067,1,0.0949,0.755,4,9
1626,0,16,0.611,0.709,0.548,0.0,-11.99,0.0844,122.204,1,0.149,0.825,4,0
1627,41,12,0.622,0.681,0.828,0.0,-4.594,0.37,130.116,1,0.0399,0.92,4,2
1628,22,9,0.406,0.605,0.926,0.0,-3.606,0.0958,85.045,1,0.24,0.822,4,5
1629,36,9,0.339,0.46,0.862,0.0,-4.282,0.147,147.986,1,0.0983,0.684,4,7
1630,0,7,0.121,0.578,0.792,6.76e-05,-5.046,0.0956,110.217,1,0.076,0.785,4,11
1631,44,18,0.685,0.756,0.81,8.97e-05,-5.596,0.424,137.076,1,0.0629,0.928,4,9
1632,34,8,0.357,0.75,0.506,1.57e-06,-12.601,0.0698,118.154,1,0.245,0.773,4,11
1633,37,10,0.234,0.703,0.805,0.0,-3.899,0.37,125.992,1,0.0589,0.683,4,11
1634,34,9,0.0417,0.523,0.868,4.88e-06,-6.192,0.136,135.979,1,0.0709,0.845,4,9
1635,29,7,0.268,0.446,0.517,0.0121,-13.775,0.155,150.332,1,0.0451,0.884,5,7
1636,24,3,0.158,0.68,0.914,0.0,-1.681,0.259,116.105,1,0.161,0.889,4,2
1637,36,14,0.289,0.528,0.758,0.0,-6.256,0.359,111.056,0,0.241,0.833,4,4
1638,38,7,0.453,0.562,0.782,2.78e-05,-4.627,0.586,122.494,1,0.0827,0.77,4,5
1639,34,10,0.624,0.705,0.542,0.0,-10.224,0.0729,117.184,1,0.0401,0.782,4,7
1640,33,17,0.125,0.484,0.73,0.0,-5.307,0.217,73.451,1,0.0665,0.845,4,9
1641,43,12,0.633,0.627,0.765,0.0,-6.768,0.0919,81.576,1,0.141,0.786,4,7
1642,49,12,0.531,0.612,0.77,0.0,-6.018,0.119,93.866,1,0.0913,0.759,4,7
1643,39,18,0.375,0.682,0.9,6.31e-06,-4.226,0.35,139.583,0,0.0804,0.709,4,2
1644,40,31,0.501,0.519,0.727,0.0,-6.743,0.238,132.88,0,0.187,0.742,4,11
1645,40,31,0.616,0.729,0.725,0.0,-6.572,0.116,117.987,1,0.211,0.71,4,0
1646,45,31,0.347,0.764,0.761,0.0,-5.631,0.248,133.996,0,0.0755,0.899,4,6
1647,39,31,0.499,0.777,0.742,0.0,-6.837,0.143,113.042,1,0.225,0.807,4,0
1648,44,31,0.558,0.519,0.721,0.0,-6.181,0.106,143.842,1,0.171,0.85,4,9
1649,56,31,0.549,0.668,0.722,0.0,-6.184,0.373,144.165,0,0.222,0.895,4,11
1650,73,1,0.348,0.713,0.59,1.99e-06,-8.651,0.123,138.065,0,0.196,0.578,4,2
1651,71,14,0.0597,0.756,0.736,4.98e-06,-7.719,0.0373,115.985,1,0.0443,0.612,4,11
1652,67,17,0.256,0.789,0.633,1.31e-06,-6.269,0.092,138.097,1,0.0734,0.262,4,2
1653,68,17,0.0318,0.844,0.55,0.00117,-7.903,0.107,121.971,0,0.0882,0.788,4,11
1654,67,25,0.215,0.851,0.567,0.0,-8.074,0.0998,119.969,1,0.231,0.446,4,2
1655,72,14,0.182,0.777,0.554,1.7e-06,-8.179,0.0477,129.933,1,0.0572,0.27,4,2
1656,67,15,0.521,0.62,0.458,0.0,-10.557,0.11,125.132,1,0.269,0.518,4,2
1657,64,30,0.661,0.702,0.613,0.0118,-8.571,0.122,139.995,0,0.0462,0.739,4,7
1658,63,18,0.219,0.658,0.525,2.18e-06,-6.764,0.115,147.125,0,0.117,0.174,4,10
1659,69,14,0.499,0.642,0.695,5.14e-05,-8.972,0.0852,176.134,0,0.0549,0.956,4,7
1660,67,20,0.232,0.786,0.543,0.0,-6.246,0.105,155.008,0,0.0774,0.341,4,1
1661,65,30,0.0968,0.69,0.699,0.0194,-7.018,0.0933,155.964,0,0.0532,0.666,4,11
1662,63,1,0.0362,0.724,0.55,0.0,-8.615,0.115,82.893,0,0.263,0.631,4,5
1663,67,14,0.452,0.75,0.432,0.000513,-8.06,0.107,127.056,0,0.0855,0.276,4,6
1664,64,34,0.407,0.758,0.638,0.0,-7.984,0.178,137.981,0,0.253,0.188,4,1
1665,65,30,0.367,0.726,0.597,0.00123,-7.844,0.101,149.933,0,0.0499,0.278,4,4
1666,61,17,0.181,0.717,0.705,1.17e-06,-10.025,0.0622,124.022,1,0.0704,0.306,4,6
1667,66,14,0.375,0.56,0.591,5.74e-06,-9.914,0.127,126.628,1,0.316,0.369,4,6
1668,62,15,0.00864,0.906,0.518,0.00174,-7.104,0.0711,146.06,1,0.18,0.259,4,1
1669,64,11,0.0284,0.68,0.482,0.0,-9.998,0.352,120.077,1,0.0909,0.173,4,0
1670,61,17,0.974,0.44,0.241,4.36e-06,-7.94,0.14,56.542,0,0.0374,0.265,4,3
1671,61,14,0.744,0.798,0.6,0.0,-5.125,0.0709,129.979,0,0.12,0.593,4,9
1672,65,1,0.181,0.618,0.698,0.0,-5.362,0.154,178.143,0,0.272,0.784,4,10
1673,63,25,0.11,0.816,0.652,0.0,-6.157,0.0957,143.995,0,0.231,0.736,4,10
1674,63,12,0.482,0.657,0.643,2.08e-06,-6.661,0.189,82.516,0,0.0433,0.394,4,8
1675,62,13,0.00947,0.861,0.572,0.000751,-9.98,0.0639,82.51,1,0.116,0.232,4,11
1676,62,26,0.174,0.608,0.464,0.0,-9.659,0.712,83.781,0,0.192,0.274,4,0
1677,57,1,0.639,0.825,0.534,0.0,-6.944,0.0889,109.975,1,0.256,0.435,4,8
1678,60,30,0.179,0.536,0.642,7.93e-06,-8.854,0.349,77.041,0,0.575,0.314,4,11
1679,60,20,0.221,0.776,0.737,0.0,-6.463,0.182,123.998,0,0.293,0.733,4,5
1680,57,17,0.0718,0.826,0.524,0.0328,-5.265,0.0816,96.019,0,0.0795,0.332,4,4
1681,57,1,0.701,0.43,0.418,0.000515,-6.598,0.159,83.04,0,0.0469,0.508,3,3
1682,57,30,0.278,0.847,0.441,0.0123,-12.416,0.106,160.089,0,0.532,0.325,4,7
1683,59,1,0.399,0.801,0.644,4.08e-06,-7.693,0.0751,137.023,0,0.216,0.521,4,8
1684,54,17,0.446,0.489,0.516,0.0,-8.921,0.0832,149.611,0,0.308,0.172,4,1
1685,57,22,0.26,0.796,0.534,0.00103,-8.074,0.0863,130.008,0,0.073,0.172,4,1
1686,56,30,0.804,0.549,0.34,1.05e-06,-11.977,0.106,127.21,0,0.0378,0.191,4,7
1687,55,11,0.0596,0.773,0.522,0.0,-5.021,0.19,118.065,0,0.196,0.628,4,5
1688,56,18,0.0502,0.609,0.708,2.54e-05,-8.366,0.0906,160.025,0,0.0537,0.845,4,5
1689,61,15,0.11,0.812,0.807,0.0,-5.378,0.071,123.095,0,0.141,0.931,4,7
1690,57,17,0.45,0.67,0.737,0.0,-6.663,0.199,128.562,0,0.291,0.457,4,3
1691,58,18,0.348,0.787,0.534,0.0,-7.654,0.102,126.995,1,0.308,0.282,4,1
1692,55,12,0.653,0.672,0.661,2.99e-06,-6.049,0.0998,172.111,0,0.138,0.214,4,2
1693,56,11,0.138,0.761,0.635,6.37e-05,-3.324,0.089,120.089,1,0.14,0.595,4,8
1694,53,1,0.443,0.56,0.549,0.0,-4.479,0.112,84.459,0,0.511,0.228,3,10
1695,52,1,0.162,0.812,0.53,0.00226,-8.366,0.132,120.024,0,0.0602,0.172,4,1
1696,53,17,0.506,0.738,0.744,0.0,-7.116,0.105,139.934,0,0.319,0.483,4,8
1697,55,11,0.148,0.747,0.821,0.0,-6.355,0.188,130.074,0,0.0719,0.53,4,7
1698,52,1,0.159,0.837,0.545,0.0,-7.647,0.116,135.006,0,0.249,0.24,4,0
1699,54,1,0.355,0.565,0.749,0.0,-6.526,0.154,83.931,0,0.373,0.603,5,8
1700,80,17,0.253,0.788,0.649,0.0136,-9.674,0.12,113.009,1,0.0532,0.229,4,2
1701,75,17,0.0923,0.837,0.831,0.176,-6.21,0.0819,111.978,1,0.08,0.529,4,2
1702,78,22,0.101,0.774,0.609,0.0,-7.077,0.117,100.008,1,0.126,0.797,4,6
1703,72,7,0.163,0.615,0.676,0.00492,-6.235,0.0976,196.076,0,0.148,0.566,4,7
1704,64,1,0.0133,0.819,0.744,0.00177,-6.826,0.0995,102.995,0,0.0799,0.665,4,9
1705,74,17,0.182,0.724,0.809,0.0,-5.022,0.0765,99.005,0,0.0929,0.606,4,6
1706,62,2,0.0356,0.823,0.717,0.0,-3.879,0.102,110.998,1,0.0704,0.489,4,9
1707,60,1,0.301,0.632,0.806,0.0,-5.771,0.2,139.124,0,0.155,0.293,3,7
1708,64,1,0.71,0.896,0.518,0.00166,-6.779,0.0777,100.009,0,0.122,0.53,4,9
1709,68,17,0.381,0.568,0.868,2.85e-06,-2.659,0.102,99.525,0,0.0825,0.713,4,2
1710,60,14,0.11,0.801,0.864,0.00118,-5.441,0.0405,115.991,0,0.0386,0.828,4,6
1711,58,17,0.706,0.552,0.656,1.25e-05,-4.941,0.0744,67.379,1,0.204,0.804,3,10
1712,54,1,0.0359,0.745,0.709,0.00986,-5.123,0.118,109.961,1,0.0511,0.791,4,2
1713,62,17,0.142,0.838,0.815,0.0,-6.834,0.109,113.964,1,0.0495,0.221,4,9
1714,62,1,0.379,0.928,0.675,0.0,-3.535,0.0533,105.952,1,0.0566,0.794,4,5
1715,58,17,0.0877,0.525,0.567,0.0,-7.263,0.0774,96.926,0,0.176,0.685,4,0
1716,62,1,0.401,0.733,0.829,0.0,-3.302,0.403,128.938,1,0.0375,0.623,4,2
1717,63,17,0.00355,0.733,0.819,0.00127,-5.549,0.0741,94.964,0,0.0427,0.763,4,3
1718,58,1,0.615,0.732,0.869,0.0,-4.767,0.061,115.011,1,0.0483,0.966,4,11
1719,60,1,0.0309,0.868,0.673,1.04e-05,-7.331,0.316,119.016,1,0.196,0.557,4,2
1720,52,20,0.062,0.832,0.91,0.0,-3.878,0.0753,106.039,1,0.258,0.909,4,6
1721,59,17,0.0644,0.831,0.574,0.00137,-5.329,0.175,133.112,1,0.119,0.579,5,0
1722,53,17,0.451,0.774,0.813,0.0,-6.105,0.0966,113.99,1,0.0898,0.687,4,4
1723,57,1,0.397,0.951,0.661,0.0,-2.678,0.0686,104.997,0,0.0612,0.926,4,7
1724,56,1,0.129,0.52,0.644,0.000235,-7.09,0.107,103.646,0,0.0783,0.6,4,7
1725,50,1,0.302,0.788,0.907,1.93e-06,-2.734,0.0334,113.951,1,0.0459,0.972,4,7
1726,53,17,0.619,0.802,0.682,0.000626,-5.406,0.215,105.013,1,0.0626,0.763,4,6
1727,52,1,0.379,0.474,0.691,1.55e-05,-5.026,0.135,94.622,1,0.098,0.602,4,6
1728,54,1,0.15,0.714,0.702,0.0,-4.544,0.0993,126.511,1,0.264,0.74,5,8
1729,53,1,0.344,0.819,0.751,1.27e-05,-3.175,0.425,107.063,1,0.0459,0.858,4,9
1730,51,17,0.252,0.793,0.858,0.000331,-5.2,0.353,115.975,1,0.0466,0.637,4,3
1731,49,17,0.601,0.812,0.735,0.0,-2.892,0.061,96.946,0,0.117,0.808,4,0
1732,51,1,0.167,0.644,0.962,0.0,-3.973,0.123,124.01,1,0.0823,0.798,4,9
1733,52,42,0.0367,0.786,0.623,0.000277,-4.959,0.105,110.112,1,0.118,0.281,4,9
1734,53,17,0.163,0.489,0.646,0.0,-6.365,0.107,69.011,1,0.229,0.384,3,6
1735,48,17,0.316,0.655,0.854,7.62e-05,-2.682,0.128,109.4,1,0.0759,0.697,4,5
1736,48,16,0.0555,0.74,0.696,0.0275,-7.1,0.0593,95.005,0,0.0491,0.957,4,5
1737,52,1,0.17,0.704,0.773,0.0,-5.272,0.119,96.178,1,0.228,0.41,4,7
1738,47,17,0.493,0.775,0.687,8.5e-05,-6.174,0.0958,108.017,1,0.0725,0.541,4,1
1739,50,1,0.38,0.782,0.716,0.000153,-10.052,0.0651,125.058,0,0.236,0.968,4,6
1740,51,1,0.1,0.605,0.736,2.78e-06,-4.609,0.169,107.308,0,0.271,0.526,5,9
1741,48,1,0.247,0.865,0.754,0.0,-2.874,0.0826,112.982,0,0.165,0.407,4,8
1742,47,1,0.29,0.724,0.62,3.57e-06,-5.576,0.105,107.159,1,0.101,0.478,4,7
1743,50,1,0.0102,0.662,0.833,0.0,-3.018,0.477,98.034,0,0.1,0.404,4,1
1744,48,17,0.275,0.665,0.799,2.99e-06,-3.244,0.0756,206.007,0,0.115,0.806,4,4
1745,50,1,0.00597,0.883,0.533,0.00135,-12.851,0.0731,112.017,0,0.0547,0.2,4,10
1746,52,15,0.147,0.83,0.859,3.23e-06,-3.514,0.061,121.01,0,0.0865,0.826,4,10
1747,50,17,0.504,0.749,0.569,0.0,-5.165,0.0788,133.472,1,0.189,0.648,5,7
1748,47,1,0.138,0.809,0.865,0.00158,-2.52,0.0961,124.004,1,0.141,0.962,4,0
1749,49,1,0.627,0.849,0.528,0.115,-11.402,0.111,112.986,0,0.0538,0.424,4,1
1750,46,17,0.33,0.71,0.603,0.0,-7.234,0.358,109.812,0,0.11,0.434,4,8
1751,80,1,0.267,0.434,0.618,0.00061,-7.1,0.102,104.333,0,0.224,0.534,4,1
1752,71,19,0.108,0.577,0.595,0.000101,-6.084,0.0759,201.892,1,0.173,0.633,4,6
1753,71,1,0.561,0.498,0.83,0.192,-6.123,0.144,81.118,0,0.293,0.476,4,4
1754,71,18,0.428,0.594,0.627,0.0,-7.382,0.073,94.492,0,0.237,0.442,4,2
1755,71,41,0.226,0.765,0.691,4.19e-05,-7.016,0.0951,102.025,1,0.0692,0.711,4,1
1756,68,9,0.2,0.569,0.554,0.0,-6.731,0.154,123.927,0,0.106,0.623,4,11
1757,66,1,0.3,0.568,0.576,0.0,-8.096,0.101,115.354,0,0.276,0.663,4,5
1758,67,18,0.276,0.469,0.629,0.0109,-8.423,0.111,106.389,0,0.0803,0.169,5,2
1759,70,41,0.304,0.678,0.646,0.000405,-7.996,0.154,98.816,0,0.112,0.582,4,5
1760,62,1,0.098,0.469,0.688,0.00212,-7.288,0.106,100.389,0,0.131,0.838,4,10
1761,63,14,0.249,0.707,0.661,0.0,-7.416,0.0651,94.965,1,0.0746,0.446,4,1
1762,64,18,0.195,0.675,0.443,0.0,-8.509,0.0644,96.955,1,0.0435,0.434,4,0
1763,69,41,0.139,0.657,0.538,0.000215,-6.287,0.12,133.758,0,0.192,0.189,4,0
1764,60,1,0.279,0.513,0.489,0.0108,-7.829,0.0871,96.8,0,0.152,0.453,4,11
1765,60,1,0.0437,0.763,0.744,1.54e-05,-4.92,0.0973,113.02,1,0.0716,0.548,4,11
1766,64,18,0.414,0.605,0.66,0.0,-6.513,0.0833,86.511,0,0.212,0.669,3,4
1767,63,41,0.176,0.638,0.642,0.000524,-5.787,0.0741,100.028,0,0.0839,0.548,4,5
1768,61,41,0.057,0.657,0.545,0.0,-8.65,0.114,83.884,0,0.232,0.491,4,5
1769,59,15,0.691,0.469,0.473,0.000739,-9.57,0.108,99.02,1,0.169,0.361,4,2
1770,62,18,0.607,0.658,0.418,0.000549,-9.626,0.174,105.01,0,0.0337,0.269,3,6
1771,61,42,0.369,0.429,0.68,0.00105,-5.614,0.21,85.828,0,0.232,0.585,4,3
1772,59,41,0.165,0.686,0.65,6.47e-06,-5.487,0.284,66.006,0,0.0644,0.808,5,5
1773,58,1,0.584,0.663,0.382,0.000267,-10.047,0.157,123.86,0,0.103,0.325,4,11
1774,58,18,0.303,0.414,0.558,0.0,-9.228,0.0949,87.191,0,0.0557,0.471,1,1
1775,57,18,0.087,0.48,0.585,1.44e-06,-7.681,0.105,101.417,0,0.0928,0.491,4,5
1776,57,1,0.241,0.63,0.593,0.000431,-8.104,0.0822,148.2,0,0.106,0.648,4,0
1777,56,41,0.0687,0.666,0.582,0.000963,-6.569,0.12,88.48,0,0.364,0.659,4,4
1778,58,10,0.362,0.684,0.562,0.0,-8.311,0.111,119.822,0,0.191,0.496,4,5
1779,56,41,0.285,0.486,0.734,0.000276,-8.019,0.367,109.893,0,0.129,0.553,5,10
1780,57,1,0.583,0.671,0.594,1.04e-06,-7.885,0.105,105.03,0,0.0679,0.619,4,4
1781,57,41,0.462,0.426,0.617,7.83e-05,-6.848,0.175,89.41,0,0.0896,0.495,4,5
1782,53,16,0.256,0.485,0.745,0.00561,-7.454,0.0819,98.038,0,0.131,0.393,4,2
1783,52,16,0.0981,0.739,0.503,0.000272,-8.18,0.105,105.026,0,0.0356,0.735,4,5
1784,55,9,0.377,0.583,0.568,0.0,-7.024,0.163,104.916,0,0.0609,0.482,4,1
1785,55,41,0.314,0.639,0.51,0.0,-7.821,0.107,89.954,0,0.204,0.463,4,2
1786,55,2,0.226,0.467,0.774,0.0289,-6.839,0.638,170.062,1,0.116,0.509,4,10
1787,53,1,0.294,0.421,0.725,8.6e-05,-6.711,0.0964,75.478,0,0.304,0.419,3,11
1788,53,9,0.111,0.716,0.665,0.00105,-6.934,0.115,138.06,0,0.054,0.442,4,11
1789,54,41,0.219,0.812,0.511,0.000279,-9.454,0.119,99.997,0,0.125,0.773,4,5
1790,59,30,0.0765,0.826,0.701,0.0,-5.596,0.0942,117.991,0,0.0672,0.654,4,6
1791,53,14,0.326,0.545,0.592,0.0,-8.176,0.107,128.812,0,0.401,0.532,5,5
1792,53,9,0.736,0.505,0.55,0.0022,-7.066,0.194,118.409,0,0.223,0.69,5,1
1793,55,1,0.308,0.865,0.59,0.0,-5.101,0.0943,126.954,0,0.0451,0.858,4,11
1794,53,1,0.727,0.587,0.401,1.93e-06,-8.551,0.172,98.053,0,0.0297,0.503,4,2
1795,52,1,0.579,0.638,0.696,0.0,-5.94,0.11,101.97,1,0.0442,0.557,4,6
1796,53,1,0.192,0.748,0.653,0.0,-5.209,0.105,100.036,1,0.0567,0.46,4,0
1797,51,1,0.252,0.748,0.641,0.0,-6.258,0.153,100.037,0,0.0689,0.462,4,0
1798,48,14,0.626,0.703,0.673,0.0,-7.907,0.102,106.057,1,0.0929,0.426,4,7
1799,51,1,0.283,0.435,0.555,0.00106,-8.914,0.105,86.068,0,0.251,0.497,4,1
1800,50,1,0.266,0.746,0.705,0.0,-7.007,0.0616,91.946,0,0.161,0.817,4,7
