,popularity,album.total_tracks,audio_features.acousticness,audio_features.danceability,audio_features.energy,audio_features.instrumentalness,audio_features.loudness,audio_features.liveness,audio_features.tempo,audio_features.mode,audio_features.speechiness,audio_features.valence,audio_features.time_signature,audio_features.key
809,74,10,0.272,0.726,0.675,0.0,-8.251,0.121,137.954,1,0.16,0.846,4,1
810,49,1,0.174,0.668,0.436,0.0,-7.932,0.0951,80.431,0,0.391,0.363,4,8
811,71,1,0.364,0.769,0.583,1.84e-06,-11.143,0.173,123.017,1,0.271,0.645,4,8
812,72,1,0.0673,0.755,0.555,0.0,-7.752,0.296,117.119,1,0.233,0.569,4,1
813,75,12,0.122,0.685,0.649,0.0,-7.635,0.177,139.981,1,0.168,0.0754,4,1
814,22,17,0.115,0.819,0.804,0.00626,-5.099,0.0849,112.019,0,0.0575,0.911,4,11
815,60,1,0.198,0.717,0.664,0.0,-5.905,0.15,102.976,1,0.366,0.378,4,1
816,72,24,0.132,0.792,0.438,3.88e-05,-9.076,0.0963,138.005,0,0.114,0.292,4,6
817,57,1,0.333,0.791,0.635,0.0,-6.202,0.15,119.989,0,0.266,0.569,4,5
818,73,18,0.687,0.8,0.756,2.06e-06,-4.4,0.111,113.204,0,0.0367,0.456,3,7
819,73,12,0.139,0.702,0.693,0.0,-4.941,0.0702,87.973,0,0.191,0.572,4,5
820,71,1,0.371,0.715,0.535,0.0,-4.948,0.125,94.006,0,0.0795,0.363,4,1
821,73,15,0.457,0.661,0.666,0.0,-5.932,0.13,92.475,0,0.0277,0.381,4,10
822,73,15,0.268,0.673,0.636,0.0,-7.431,0.108,127.021,1,0.0771,0.438,4,10
823,64,1,0.23,0.591,0.76,0.0,-5.19,0.134,139.97,0,0.0578,0.878,4,5
824,18,1,0.202,0.714,0.613,0.000162,-7.844,0.13,142.135,1,0.0502,0.517,4,5
825,72,18,0.562,0.89,0.749,0.0,-4.761,0.137,133.99,0,0.0722,0.864,4,4
826,71,7,0.36,0.781,0.536,2.21e-06,-8.188,0.0797,95.034,1,0.125,0.524,4,0
827,74,15,0.229,0.695,0.63,0.0,-7.16,0.118,130.968,0,0.035,0.55,4,8
828,8,16,0.324,0.716,0.598,0.0,-7.096,0.0766,122.001,0,0.23,0.729,4,0
829,72,17,0.324,0.755,0.636,0.0,-6.529,0.0717,144.953,0,0.281,0.523,4,8
830,72,7,0.123,0.884,0.566,3.25e-06,-7.398,0.106,106.983,0,0.046,0.565,4,5
831,60,1,0.0474,0.882,0.675,0.000598,-6.004,0.124,140.092,1,0.141,0.758,4,3
832,72,14,0.182,0.777,0.554,1.7e-06,-8.179,0.0477,129.933,1,0.0572,0.27,4,2
833,70,16,0.32,0.63,0.704,0.0,-5.954,0.098,183.088,1,0.323,0.514,3,10
834,26,3,0.299,0.796,0.608,0.00219,-9.361,0.0709,130.084,1,0.146,0.454,4,11
835,71,15,0.251,0.522,0.481,0.0,-7.747,0.143,83.803,1,0.15,0.237,5,0
836,73,1,0.348,0.713,0.59,1.99e-06,-8.651,0.123,138.065,0,0.196,0.578,4,2
837,67,1,0.431,0.769,0.622,0.0,-8.066,0.0842,95.914,0,0.155,0.425,4,4
838,74,2,0.542,0.474,0.443,2.26e-06,-8.699,0.168,68.587,0,0.311,0.722,4,11
839,70,20,0.574,0.685,0.746,0.0,-6.716,0.308,115.833,0,0.15,0.339,4,1
840,60,16,0.239,0.719,0.634,0.0,-7.784,0.116,117.048,0,0.0553,0.0825,4,6
841,68,8,0.344,0.827,0.652,0.0,-4.888,0.144,119.93,0,0.175,0.533,4,2
842,71,13,0.48,0.844,0.683,0.00778,-6.496,0.0851,132.018,1,0.043,0.327,4,2
843,70,17,0.474,0.714,0.829,0.0,-5.129,0.0958,106.025,0,0.053,0.432,4,4
844,59,16,0.0226,0.658,0.894,0.0,-6.477,0.386,159.913,0,0.263,0.573,4,10
845,33,1,0.121,0.686,0.597,1.29e-06,-7.907,0.129,100.132,0,0.25,0.483,4,8
846,70,16,0.839,0.674,0.445,0.0,-11.317,0.0988,135.001,0,0.147,0.541,4,5
847,74,16,0.615,0.777,0.701,1.03e-06,-6.13,0.0843,137.054,0,0.167,0.836,4,6
848,69,34,0.37,0.768,0.662,0.0,-5.92,0.0844,151.937,1,0.182,0.636,4,0
849,52,1,0.304,0.711,0.607,9.15e-06,-7.427,0.0929,132.995,0,0.221,0.453,4,7
850,67,14,0.183,0.815,0.407,0.0,-17.405,0.209,127.96,1,0.176,0.25,4,1
851,60,1,0.141,0.717,0.686,0.0,-6.388,0.208,134.067,0,0.0483,0.653,4,1
852,67,1,0.0853,0.707,0.778,0.00365,-8.915,0.177,140.988,1,0.221,0.668,4,6
853,70,14,0.266,0.855,0.419,0.0,-8.375,0.114,136.945,0,0.185,0.378,4,6
854,30,8,0.0164,0.905,0.589,2.83e-06,-8.984,0.0926,132.028,1,0.421,0.704,4,7
855,53,1,0.58,0.868,0.662,0.0,-5.244,0.11,126.002,0,0.0532,0.683,4,6
856,71,15,0.318,0.845,0.632,0.00354,-6.416,0.121,154.045,0,0.142,0.516,4,1
857,64,1,0.167,0.752,0.669,0.0,-9.817,0.0795,155.997,0,0.251,0.627,4,10
858,65,1,0.281,0.867,0.723,0.0,-4.276,0.0934,135.033,1,0.125,0.872,4,0
859,69,16,0.451,0.803,0.624,0.000734,-6.764,0.1,95.968,0,0.0477,0.628,4,7
860,71,14,0.0597,0.756,0.736,4.98e-06,-7.719,0.0373,115.985,1,0.0443,0.612,4,11
861,71,1,0.263,0.579,0.723,1.67e-05,-5.598,0.0829,182.912,1,0.278,0.623,3,6
862,67,17,0.835,0.487,0.398,0.0,-9.901,0.12,149.367,0,0.0697,0.905,4,1
863,15,18,0.129,0.679,0.646,0.0,-6.606,0.323,147.969,0,0.202,0.546,4,2
864,16,1,0.646,0.747,0.554,8.47e-06,-10.497,0.224,141.895,1,0.239,0.456,4,0
865,69,10,0.788,0.82,0.526,0.0,-10.328,0.101,115.029,1,0.256,0.738,4,5
866,67,29,0.303,0.923,0.734,0.0,-6.105,0.0968,128.976,0,0.0684,0.811,4,6
867,72,23,0.0749,0.867,0.745,0.0,-6.579,0.117,138.133,0,0.326,0.524,4,10
868,69,14,0.248,0.816,0.822,0.000117,-3.186,0.0433,140.033,1,0.0425,0.858,4,6
869,69,19,0.44,0.77,0.658,0.0,-7.272,0.22,133.994,0,0.0593,0.417,4,1
870,73,25,0.666,0.845,0.717,0.0,-6.771,0.11,122.491,0,0.211,0.686,4,5
871,70,23,0.241,0.84,0.788,0.0,-5.935,0.14,136.037,0,0.0746,0.936,4,8
872,80,1,0.0777,0.801,0.601,3.23e-05,-7.574,0.145,159.969,0,0.255,0.74,4,8
873,73,1,0.00406,0.8,0.837,0.00313,-2.807,0.0904,100.015,0,0.0491,0.702,4,6
874,31,18,0.0802,0.697,0.621,0.0,-6.886,0.162,81.946,0,0.25,0.721,4,9
875,60,1,0.00381,0.807,0.887,0.0,-3.892,0.391,160.517,1,0.275,0.78,4,1
876,83,15,0.0336,0.835,0.669,6.92e-05,-5.582,0.0535,122.668,0,0.0643,0.542,4,6
877,79,1,0.0509,0.781,0.728,1.94e-06,-4.981,0.257,102.99,1,0.0621,0.395,4,1
878,75,12,0.0113,0.767,0.682,0.00016,-5.02,0.104,127.975,1,0.042,0.833,4,1
879,76,12,0.129,0.789,0.716,1.07e-05,-4.241,0.069,125.906,0,0.0432,0.611,4,11
880,55,27,0.0659,0.647,0.807,0.0049,-3.802,0.237,126.88,1,0.0317,0.696,4,8
881,61,11,0.0462,0.75,0.683,1.32e-06,-4.829,0.297,111.066,0,0.12,0.539,4,9
882,79,15,0.147,0.791,0.733,0.000381,-5.215,0.0713,114.98,0,0.052,0.761,4,6
883,59,1,0.00799,0.834,0.831,0.0,-6.061,0.217,103.009,0,0.0745,0.788,4,7
884,71,20,0.0128,0.747,0.705,0.0,-5.137,0.126,136.024,0,0.126,0.56,4,9
885,79,15,0.147,0.791,0.733,0.000381,-5.215,0.0713,114.98,0,0.052,0.761,4,6
886,76,14,0.063,0.884,0.765,7.04e-06,-3.865,0.118,99.987,1,0.0882,0.594,4,8
887,80,1,0.127,0.707,0.955,0.0,-4.593,0.202,125.989,0,0.222,0.575,4,10
888,78,15,0.078,0.699,0.917,0.0,-4.897,0.065,130.04,1,0.115,0.889,4,0
889,62,15,0.0588,0.783,0.809,1e-05,-10.0,0.515,140.025,0,0.221,0.814,4,1
890,86,16,0.104,0.896,0.586,0.0,-6.687,0.79,116.971,0,0.0559,0.642,4,10
891,84,15,0.25,0.788,0.844,0.000678,-3.131,0.0723,113.324,1,0.0334,0.382,4,2
892,77,1,0.075,0.696,0.817,0.0,-3.862,0.187,98.064,1,0.109,0.782,4,1
893,65,1,0.0233,0.845,0.709,0.0,-4.547,0.094,98.062,0,0.0714,0.62,4,10
894,80,12,0.103,0.803,0.585,3.94e-06,-5.861,0.0644,105.017,1,0.0432,0.593,4,8
895,58,13,0.14,0.71,0.935,0.0,-3.339,0.0593,145.063,0,0.193,0.914,4,7
896,75,11,0.00188,0.594,0.749,0.000139,-6.251,0.0869,130.064,1,0.0677,0.344,4,3
897,80,1,0.11,0.737,0.86,1.94e-06,-2.652,0.0574,93.989,0,0.0593,0.656,4,8
898,76,18,0.0246,0.846,0.482,0.0,-6.721,0.393,100.969,0,0.129,0.212,4,1
899,73,12,0.0336,0.835,0.669,6.92e-05,-5.582,0.0535,122.668,0,0.0643,0.542,4,6
900,60,5,0.164,0.827,0.518,0.375,-8.156,0.61,80.729,0,0.343,0.584,4,10
901,69,1,0.0292,0.685,0.731,0.0,-5.503,0.369,145.245,0,0.414,0.266,4,10
902,72,14,0.0778,0.884,0.677,0.0,-5.603,0.0732,101.868,1,0.283,0.584,4,1
903,84,14,0.0928,0.918,0.609,0.0,-5.64,0.139,128.008,0,0.0791,0.304,4,10
904,82,12,0.0584,0.967,0.583,0.0,-5.562,0.0519,117.0,0,0.0789,0.964,4,7
905,86,21,0.0183,0.894,0.791,0.0,-4.699,0.0388,105.018,1,0.112,0.583,4,2
906,57,2,0.0181,0.903,0.643,2.8e-05,-3.491,0.0339,125.984,0,0.0884,0.925,4,10
907,76,11,0.0348,0.76,0.652,0.0,-7.321,0.307,100.315,1,0.232,0.759,4,6
908,71,1,0.0179,0.774,0.687,1.17e-05,-4.818,0.128,104.959,0,0.0584,0.308,4,11
909,69,13,0.096,0.905,0.782,0.0,-3.604,0.0623,96.055,0,0.164,0.798,4,10
910,67,13,0.0862,0.838,0.72,0.00696,-4.135,0.0772,122.993,0,0.0483,0.203,4,7
911,81,10,0.0588,0.706,0.89,0.00286,-4.444,0.306,128.011,0,0.0688,0.684,4,1
912,80,13,0.009,0.72,0.672,0.0,-6.852,0.232,124.986,1,0.0551,0.705,4,7
913,75,18,0.15,0.742,0.595,0.0,-7.51,0.111,101.013,1,0.107,0.431,4,9
914,76,15,0.392,0.856,0.527,0.0,-5.225,0.11,98.052,1,0.0997,0.386,4,2
915,77,14,0.2,0.681,0.314,9.82e-06,-9.319,0.1,139.992,1,0.0581,0.166,4,8
916,70,2,0.0249,0.74,0.576,0.0,-6.744,0.104,110.095,0,0.146,0.315,4,6
917,72,7,0.000704,0.657,0.827,0.00534,-4.036,0.065,145.889,1,0.0734,0.69,4,5
918,80,13,0.099,0.816,0.726,0.0,-3.998,0.372,136.048,0,0.129,0.65,4,5
919,0,12,0.344,0.918,0.918,5.35e-06,-2.218,0.0243,110.024,0,0.0954,0.882,4,10
920,72,10,0.00676,0.435,0.837,0.0,-8.126,0.117,124.913,1,0.449,0.778,4,3
921,0,1,0.0822,0.574,0.591,0.0,-5.843,0.199,73.984,1,0.288,0.217,4,9
922,70,21,0.00799,0.953,0.621,4.87e-06,-7.565,0.307,132.063,1,0.154,0.378,4,11
923,65,16,0.414,0.681,0.473,0.0,-5.733,0.0794,194.826,0,0.449,0.766,4,11
924,74,7,0.000677,0.899,0.811,0.0,-6.294,0.0672,105.038,1,0.258,0.587,4,2
925,84,24,0.145,0.901,0.697,0.0,-3.439,0.287,93.941,1,0.28,0.67,4,9
926,75,15,0.0351,0.82,0.603,0.0159,-7.18,0.122,159.976,1,0.308,0.177,4,8
927,52,17,0.000425,0.711,0.575,0.0,-6.547,0.269,149.951,1,0.096,0.668,4,9
928,73,13,0.0271,0.715,0.8,0.0,-5.144,0.0648,129.023,0,0.057,0.445,4,4
929,74,16,0.139,0.845,0.576,0.0,-5.15,0.0764,127.641,0,0.153,0.461,4,11
930,79,11,0.0352,0.731,0.853,0.0,-4.219,0.268,108.016,0,0.0363,0.605,4,10
931,82,15,0.00249,0.646,0.77,0.0,-6.596,0.0715,99.165,0,0.226,0.681,4,2
932,76,14,0.0291,0.897,0.611,0.186,-10.489,0.0894,102.304,1,0.211,0.769,4,11
933,82,15,0.111,0.902,0.582,3.18e-06,-5.902,0.111,107.005,0,0.109,0.332,4,5
934,72,1,0.000362,0.859,0.599,8.2e-06,-5.254,0.13,140.005,1,0.0614,0.319,4,9
935,77,16,0.0581,0.693,0.887,2.71e-06,-5.039,0.27,114.942,0,0.0795,0.864,4,1
936,74,14,0.00684,0.85,0.631,0.000406,-8.401,0.0679,126.002,1,0.227,0.738,4,1
937,59,1,0.0822,0.754,0.715,0.0,-4.434,0.0891,100.001,0,0.0525,0.405,4,5
938,40,13,0.0186,0.509,0.482,0.0,-6.965,0.238,101.042,1,0.176,0.301,4,7
939,87,17,0.0569,0.808,0.97,6.13e-05,-6.098,0.154,114.328,0,0.0506,0.868,4,10
940,71,18,0.533,0.797,0.75,0.108,-9.369,0.095,177.87,1,0.247,0.74,4,0
941,85,23,0.322,0.852,0.797,2.69e-06,-6.543,0.0845,96.008,1,0.0614,0.741,4,0
942,79,17,0.168,0.975,0.711,0.000552,-3.904,0.0799,110.621,1,0.0632,0.815,4,8
943,71,8,0.00228,0.683,0.74,0.0,-6.041,0.238,129.515,0,0.0462,0.65,4,11
944,81,1,0.0652,0.486,0.545,0.00474,-7.924,0.0642,150.187,1,0.0336,0.0385,4,11
945,67,1,0.247,0.821,0.759,0.0,-8.541,0.321,140.01,1,0.121,0.962,4,8
946,29,1,0.0111,0.837,0.715,0.0,-4.796,0.0645,108.006,1,0.0721,0.347,4,2
947,77,1,0.157,0.842,0.801,4.82e-06,-4.167,0.0642,95.881,0,0.228,0.617,4,8
948,70,1,0.346,0.896,0.675,8.11e-06,-3.908,0.262,131.999,1,0.124,0.659,4,1
949,59,13,0.00031,0.778,0.737,0.0,-7.861,0.276,99.078,1,0.251,0.582,4,7
950,83,22,0.0253,0.614,0.574,3.2e-05,-7.961,0.38,125.173,1,0.466,0.755,5,11
951,77,11,0.057,0.589,0.655,0.000353,-8.138,0.372,105.272,1,0.0488,0.675,4,8
952,80,27,0.00239,0.801,0.91,0.000891,-6.566,0.0737,87.277,1,0.225,0.805,4,2
953,81,12,0.0977,0.747,0.52,0.0537,-10.523,0.142,92.869,0,0.0357,0.601,4,10
954,65,21,0.437,0.564,0.703,0.00927,-5.459,0.358,139.045,1,0.269,0.477,4,2
955,50,14,0.0042,0.93,0.754,1.88e-06,-7.91,0.036,128.485,1,0.277,0.663,4,1
956,84,1,0.00627,0.577,0.447,0.00022,-5.892,0.0899,74.236,1,0.277,0.189,4,8
957,80,22,0.0329,0.671,0.672,0.0,-3.094,0.118,97.979,0,0.0688,0.632,4,0
958,72,15,0.00161,0.833,0.652,0.0985,-6.942,0.106,158.022,1,0.0762,0.405,4,11
959,79,1,0.103,0.672,0.717,0.0,-7.476,0.398,157.905,1,0.226,0.473,4,5
960,34,23,0.0787,0.502,0.934,0.0,-3.284,0.128,202.155,1,0.345,0.523,4,11
961,32,23,0.277,0.908,0.678,0.0,-4.118,0.0658,90.011,0,0.325,0.799,4,6
962,76,14,0.00542,0.875,0.631,2.54e-06,-3.475,0.127,120.003,1,0.099,0.549,4,1
963,87,13,0.284,0.778,0.824,0.0,-5.892,0.405,100.024,0,0.0707,0.758,4,10
964,79,14,0.515,0.736,0.74,0.0,-2.18,0.0468,140.141,1,0.0786,0.803,4,0
965,73,17,0.0254,0.785,0.478,0.0,-8.735,0.0901,134.002,1,0.0419,0.39,4,2
966,77,1,0.696,0.768,0.74,6.81e-06,-6.595,0.23,141.059,1,0.336,0.532,4,0
967,73,10,0.00266,0.766,0.606,0.0,-6.064,0.166,160.223,1,0.456,0.352,4,9
968,66,1,0.0376,0.663,0.889,0.0,-2.975,0.784,152.186,1,0.303,0.837,4,1
969,57,18,0.145,0.986,0.597,2.18e-06,-6.809,0.197,115.004,1,0.308,0.761,4,8
970,78,1,0.0185,0.704,0.859,0.0,-4.877,0.0215,105.115,0,0.0996,0.926,4,5
971,68,12,0.0096,0.919,0.609,0.0,-5.059,0.124,134.992,1,0.262,0.418,4,9
972,11,1,0.0254,0.905,0.563,9.71e-06,-6.135,0.113,106.998,1,0.102,0.324,4,8
973,0,13,0.11,0.671,0.314,0.0,-8.091,0.0825,110.898,0,0.244,0.296,4,5
974,76,3,0.297,0.61,0.508,0.0,-6.682,0.384,178.818,0,0.152,0.758,4,8
975,58,12,0.479,0.564,0.391,0.0,-7.806,0.126,89.792,0,0.0596,0.654,4,7
976,76,14,0.405,0.659,0.291,0.0,-8.275,0.0771,119.829,0,0.0348,0.406,3,2
977,40,1,0.234,0.655,0.629,0.000473,-8.18,0.189,122.984,0,0.0508,0.411,4,0
978,40,11,0.312,0.83,0.675,0.0,-6.312,0.2,100.044,0,0.17,0.616,3,0
979,76,1,0.614,0.532,0.178,0.14,-9.754,0.0985,149.879,0,0.0541,0.103,3,9
980,51,9,0.0763,0.577,0.795,3e-06,-6.917,0.13,127.295,0,0.298,0.531,4,8
981,40,1,0.815,0.824,0.228,0.0079,-11.974,0.111,105.036,0,0.0668,0.376,4,11
982,0,16,0.0752,0.725,0.534,0.0,-6.238,0.0919,91.974,1,0.0946,0.558,4,11
983,67,5,0.206,0.736,0.378,0.000469,-10.472,0.106,124.952,0,0.182,0.716,4,7
984,41,10,0.308,0.857,0.612,2.21e-05,-6.324,0.127,120.02,0,0.0709,0.809,4,5
985,66,1,0.56,0.635,0.524,5.78e-06,-9.637,0.108,97.095,1,0.329,0.138,4,7
986,74,13,0.558,0.645,0.418,0.0003,-10.065,0.562,96.963,0,0.29,0.123,4,6
987,73,11,0.0808,0.52,0.667,0.0,-5.699,0.114,131.628,1,0.128,0.328,4,7
988,44,1,0.67,0.693,0.273,0.0,-14.34,0.1,103.986,0,0.163,0.4,4,6
989,60,1,0.23,0.405,0.664,2.57e-06,-6.898,0.523,80.932,0,0.309,0.386,4,4
990,73,1,0.375,0.634,0.498,0.0,-10.242,0.115,109.817,0,0.103,0.299,4,6
991,63,18,0.214,0.497,0.507,4.79e-06,-8.075,0.0948,119.432,0,0.0585,0.192,4,5
992,60,1,0.319,0.709,0.699,0.0,-5.956,0.134,98.049,0,0.0888,0.267,4,11
993,49,1,0.854,0.688,0.529,1.79e-06,-8.701,0.101,85.873,1,0.406,0.629,4,5
994,75,16,0.294,0.58,0.532,0.0,-5.668,0.0948,112.049,0,0.0424,0.39,4,1
995,59,4,0.55,0.851,0.544,0.0,-6.428,0.0909,125.075,1,0.13,0.723,4,11
996,83,14,0.222,0.572,0.631,0.0,-9.836,0.135,134.078,0,0.0476,0.0713,4,7
997,90,14,0.0671,0.585,0.564,0.0,-7.063,0.135,113.003,0,0.0515,0.137,4,0
998,0,13,0.323,0.685,0.61,0.0,-5.221,0.102,94.384,0,0.0439,0.323,3,0
999,70,22,0.000358,0.626,0.799,0.00155,-6.612,0.36,98.992,0,0.046,0.369,4,11
1000,59,19,0.0164,0.828,0.621,0.00233,-6.414,0.0845,128.986,1,0.0565,0.436,4,8
1001,62,9,0.168,0.662,0.48,0.0,-10.411,0.109,114.959,0,0.0474,0.187,4,10
1002,0,18,0.188,0.582,0.621,1.71e-05,-8.332,0.299,77.555,1,0.0793,0.225,4,1
1003,0,24,0.000326,0.557,0.789,0.00305,-5.093,0.153,99.982,1,0.0313,0.367,4,0
1004,65,1,0.14,0.525,0.448,0.0,-4.075,0.0922,83.406,0,0.0443,0.527,4,1
1005,62,1,0.902,0.739,0.414,0.00284,-8.146,0.133,130.039,0,0.0481,0.505,4,10
1006,69,1,0.378,0.821,0.609,0.0,-6.541,0.136,133.133,0,0.268,0.516,4,6
1007,80,15,0.0233,0.602,0.658,6e-05,-5.934,0.237,145.031,1,0.0558,0.268,4,1
1008,60,1,0.496,0.541,0.515,0.0,-3.182,0.0937,86.66,1,0.0488,0.41,5,5
1009,56,14,0.164,0.715,0.693,0.0,-7.891,0.0942,159.917,0,0.181,0.639,4,9
1010,73,15,0.415,0.847,0.843,0.000134,-3.579,0.107,110.027,0,0.106,0.963,4,5
1011,31,7,0.152,0.658,0.692,0.00671,-8.911,0.116,164.089,0,0.183,0.498,4,11
1012,58,1,0.399,0.857,0.502,0.00012,-8.25,0.1,126.07,0,0.0889,0.54,4,8
1013,0,1,0.0928,0.716,0.342,0.00129,-7.9,0.11,79.001,0,0.0461,0.372,4,9
1014,39,19,0.0937,0.763,0.439,5.95e-05,-8.105,0.122,125.963,0,0.0651,0.533,4,6
1015,64,14,0.161,0.736,0.525,0.0,-7.328,0.269,134.123,0,0.0558,0.801,4,5
1016,83,14,0.0503,0.518,0.572,2.41e-05,-6.706,0.129,130.053,0,0.0416,0.291,4,10
1017,78,7,0.332,0.799,0.49,0.0,-6.788,0.106,86.272,0,0.178,0.662,3,7
1018,85,10,0.422,0.658,0.294,5.2e-05,-8.533,0.0749,74.038,0,0.0321,0.358,4,4
1019,85,14,0.27,0.666,0.542,0.0,-6.429,0.0765,120.134,1,0.0392,0.0771,4,8
1020,0,1,0.462,0.757,0.547,0.0,-5.509,0.0789,101.023,0,0.0353,0.527,4,7
1021,38,19,0.0113,0.947,0.577,0.0061,-9.361,0.0647,120.026,1,0.179,0.188,4,1
1022,62,1,0.481,0.84,0.495,0.0,-5.155,0.0853,130.041,0,0.0797,0.527,4,5
1023,33,20,0.0088,0.831,0.787,2.18e-05,-3.924,0.345,144.042,1,0.169,0.579,4,1
1024,0,1,0.519,0.651,0.631,0.000579,-5.717,0.165,127.994,0,0.0896,0.35,4,6
1025,72,1,0.507,0.535,0.388,0.0,-9.805,0.11,106.703,0,0.155,0.412,5,7
1026,84,20,0.109,0.773,0.75,0.0,-4.009,0.174,123.426,0,0.117,0.783,4,8
1027,62,1,0.713,0.893,0.461,0.0406,-5.708,0.117,135.136,0,0.422,0.864,4,3
1028,46,1,0.575,0.746,0.563,1.03e-06,-10.849,0.125,120.0,0,0.269,0.639,4,6
1029,68,1,0.637,0.742,0.439,0.0,-5.141,0.0876,85.974,0,0.28,0.842,3,3
1030,81,1,0.763,0.625,0.34,4.99e-05,-12.004,0.354,130.231,1,0.0873,0.36,4,5
1031,37,1,0.62,0.66,0.466,0.0,-10.565,0.135,143.877,0,0.377,0.607,4,8
1032,68,7,0.651,0.866,0.542,0.0,-7.13,0.09,119.982,0,0.344,0.362,4,4
1033,56,13,0.716,0.693,0.385,0.0,-10.566,0.184,143.659,0,0.418,0.805,4,3
1034,66,1,0.321,0.62,0.469,0.0,-9.041,0.164,88.872,0,0.5,0.724,3,8
1035,49,1,0.134,0.767,0.372,0.0,-11.737,0.105,120.048,0,0.0733,0.238,4,10
1036,64,13,0.659,0.776,0.334,0.0,-10.328,0.112,130.109,0,0.0728,0.684,4,5
1037,69,13,0.62,0.809,0.483,3.34e-05,-5.972,0.107,140.008,0,0.0945,0.561,4,4
1038,48,1,0.188,0.811,0.411,0.0,-8.25,0.0933,129.918,1,0.198,0.558,4,0
1039,45,1,0.278,0.536,0.535,0.0,-7.306,0.124,111.279,0,0.221,0.347,4,8
1040,33,1,0.213,0.74,0.571,0.0,-8.254,0.122,104.956,0,0.132,0.556,4,8
1041,38,1,0.297,0.949,0.594,0.000122,-2.038,0.0899,132.062,1,0.072,0.683,4,0
1042,65,8,0.371,0.536,0.861,0.0,-6.188,0.479,91.447,0,0.427,0.607,5,8
1043,43,2,0.394,0.862,0.412,0.00777,-6.903,0.191,105.011,1,0.125,0.727,4,5
1044,39,1,0.762,0.522,0.387,0.00822,-7.97,0.324,177.809,0,0.0793,0.298,4,5
1045,30,7,0.765,0.86,0.425,0.000175,-12.612,0.0893,109.983,1,0.328,0.413,4,7
1046,86,10,0.808,0.524,0.364,0.0,-10.209,0.1,75.24,1,0.0367,0.436,4,7
1047,74,1,0.309,0.824,0.45,0.0,-7.821,0.122,135.885,0,0.273,0.802,4,8
1048,34,1,0.0104,0.626,0.723,0.000733,-1.594,0.13,129.418,0,0.177,0.479,4,4
1049,69,10,0.371,0.868,0.699,0.0,-4.305,0.122,119.933,0,0.121,0.566,4,9
1050,79,13,0.304,0.797,0.444,0.00126,-7.738,0.107,95.035,0,0.0411,0.138,4,9
1051,50,11,0.283,0.871,0.518,0.00453,-8.714,0.24,130.031,1,0.0955,0.358,4,8
1052,44,1,0.0342,0.616,0.477,0.0394,-9.235,0.104,78.154,0,0.126,0.139,4,4
1053,72,1,0.177,0.93,0.451,1.72e-06,-5.516,0.102,113.403,0,0.299,0.455,5,5
1054,96,12,0.136,0.464,0.417,0.022,-9.345,0.0974,67.528,0,0.0256,0.479,4,0
1055,90,1,0.325,0.485,0.409,0.0,-10.711,0.103,138.419,0,0.101,0.376,4,9
1056,61,31,0.934,0.292,0.296,0.0,-10.109,0.095,115.046,0,0.0359,0.112,4,4
1057,26,1,0.455,0.716,0.363,0.0,-11.511,0.306,111.853,0,0.332,0.353,4,2
1058,43,6,0.491,0.715,0.681,0.0,-7.837,0.62,129.926,0,0.281,0.67,4,5
1059,64,8,0.426,0.799,0.656,0.0,-4.893,0.28,114.977,0,0.0381,0.58,4,4
1060,60,1,0.267,0.687,0.667,0.0,-7.609,0.109,115.758,1,0.0331,0.426,4,7
1061,83,9,0.669,0.836,0.499,0.0,-5.82,0.134,124.05,0,0.0563,0.65,4,3
1062,75,7,0.596,0.456,0.679,0.000573,-5.778,0.129,92.026,0,0.064,0.107,4,8
1063,80,15,0.307,0.664,0.508,0.0,-7.684,0.126,120.313,0,0.33,0.228,4,9
1064,30,11,0.589,0.701,0.441,2.77e-05,-7.773,0.111,135.036,0,0.201,0.524,4,3
1065,18,1,0.562,0.814,0.315,0.12,-14.057,0.122,77.976,1,0.173,0.531,4,1
1066,89,25,0.242,0.629,0.805,0.0,-4.158,0.556,124.041,1,0.0452,0.589,4,9
1067,88,13,0.172,0.646,0.871,0.0,-6.195,0.765,79.994,1,0.219,0.624,4,4
1068,91,1,0.195,0.572,0.573,0.0,-6.028,0.0897,141.935,1,0.0596,0.468,4,8
1069,88,1,0.21,0.571,0.95,0.0,-2.893,0.958,159.881,0,0.09,0.543,4,7
1070,78,12,0.242,0.706,0.866,0.0,-3.337,0.381,166.985,1,0.075,0.91,4,4
1071,87,1,0.444,0.529,0.87,0.0,-3.463,0.692,147.778,0,0.0942,0.384,4,1
1072,77,9,0.33,0.664,0.839,0.0,-3.379,0.94,109.984,0,0.0393,0.48,4,4
1073,73,12,0.636,0.657,0.778,0.0,-4.439,0.356,156.144,1,0.0587,0.733,4,7
1074,81,14,0.495,0.35,0.711,0.0,-5.203,0.751,163.677,1,0.0497,0.409,4,0
1075,55,1,0.2,0.752,0.411,0.0,-9.686,0.0732,120.006,0,0.0619,0.555,4,6
1076,84,13,0.322,0.521,0.825,0.0,-6.025,0.689,144.667,0,0.126,0.692,4,8
1077,78,1,0.467,0.598,0.887,0.0,-3.239,0.686,75.032,1,0.189,0.704,4,5
1078,77,9,0.176,0.588,0.893,0.0,-2.743,0.803,153.778,1,0.0866,0.626,4,6
1079,85,1,0.418,0.53,0.855,0.0,-3.972,0.48,159.966,0,0.0807,0.38,4,2
